product_id,product_name,category,sub_category,brand,cost_price,selling_price
P000684,CraftHaus Storage 0684,Home & Kitchen,Storage,CraftHaus,31.11,57.52
P000685,Citrine Makeup 0685,Beauty,Makeup,Citrine,20.23,36.48
P000686,Luma Women Apparel 0686,Fashion,Women Apparel,Luma,58.65,125.7
P000687,Kiva Cookware 0687,Home & Kitchen,Cookware,Kiva,52.77,98.44
P000688,DailyBite Organic 0688,Grocery,Organic,DailyBite,11.99,26.69
P000689,Northstar Press Business 0689,Books,Business,Northstar Press,10.86,20.3
P000690,Auren Haircare 0690,Beauty,Haircare,Auren,31.79,88.35
P000691,Walkway Bags 0691,Fashion,Bags,Walkway,51.42,144.64
P000692,BrightPlay Board Games 0692,Toys,Board Games,BrightPlay,12.5,26.01
P000693,Modeva Men Apparel 0693,Fashion,Men Apparel,Modeva,38.58,78.29
P000694,UrbanThread Footwear 0694,Fashion,Footwear,UrbanThread,32.65,87.01
P000695,Kidora Board Games 0695,Toys,Board Games,Kidora,21.04,36.68
P000696,BareBloom Makeup 0696,Beauty,Makeup,BareBloom,9.12,15.1
P000697,VoltFit Outdoor 0697,Sports,Outdoor,VoltFit,63.11,136.89
P000698,Citrine Fragrance 0698,Beauty,Fragrance,Citrine,50.82,98.72
P000699,Stride Team Sports 0699,Sports,Team Sports,Stride,32.82,47.37
P000700,Modeva Footwear 0700,Fashion,Footwear,Modeva,68.09,146.93
P000701,Modeva Men Apparel 0701,Fashion,Men Apparel,Modeva,56.8,145.53
P000702,Luma Footwear 0702,Fashion,Footwear,Luma,60.34,114.89
P000703,Orbit Laptops 0703,Electronics,Laptops,Orbit,581.86,761.02
P000704,Kidora Board Games 0704,Toys,Board Games,Kidora,25.22,54.61
P000705,NorthStitch Footwear 0705,Fashion,Footwear,NorthStitch,73.24,154.77
P000706,Glowery Makeup 0706,Beauty,Makeup,Glowery,18.99,32.71
P000707,PageMint Children 0707,Books,Children,PageMint,15.2,21.72
P000708,PageMint Technology 0708,Books,Technology,PageMint,16.77,27.55
P000709,Homely Storage 0709,Home & Kitchen,Storage,Homely,44.57,72.89
P000710,BrightNest Decor 0710,Home & Kitchen,Decor,BrightNest,44.44,72.24
P000711,DailyBite Organic 0711,Grocery,Organic,DailyBite,13.02,22.53
P000712,Stride Team Sports 0712,Sports,Team Sports,Stride,67.84,122.88
P000713,Northstar Press Technology 0713,Books,Technology,Northstar Press,11.41,23.35
P000714,BrightPlay Dolls 0714,Toys,Dolls,BrightPlay,48.47,100.49
P000715,BlueLeaf Fiction 0715,Books,Fiction,BlueLeaf,6.97,13.96
P000716,NorthStitch Bags 0716,Fashion,Bags,NorthStitch,70.23,124.18
P000717,Citrine Skincare 0717,Beauty,Skincare,Citrine,34.6,88.38
P000718,ZenByte Phones 0718,Electronics,Phones,ZenByte,343.86,450.86
P000719,MotionLab Cycling 0719,Sports,Cycling,MotionLab,157.09,338.57
P000720,Freshly Organic 0720,Grocery,Organic,Freshly,16.33,24.16
P000721,Kiva Cookware 0721,Home & Kitchen,Cookware,Kiva,85.75,191.31
P000722,BrightNest Storage 0722,Home & Kitchen,Storage,BrightNest,28.04,49.02
P000723,Nexora Laptops 0723,Electronics,Laptops,Nexora,707.36,1018.12
P000724,Freshly Snacks 0724,Grocery,Snacks,Freshly,9.44,15.68
P000725,Aster Laptops 0725,Electronics,Laptops,Aster,1247.97,1832.16
P000726,Orbit Audio 0726,Electronics,Audio,Orbit,182.62,252.94
P000727,Walkway Women Apparel 0727,Fashion,Women Apparel,Walkway,83.94,162.77
P000728,Nexora Accessories 0728,Electronics,Accessories,Nexora,30.46,43.44
P000729,Homely Cookware 0729,Home & Kitchen,Cookware,Homely,32.64,74.69
P000730,BrightNest Appliances 0730,Home & Kitchen,Appliances,BrightNest,111.41,188.54
P000731,Walkway Bags 0731,Fashion,Bags,Walkway,95.17,219.5
P000732,PulseTech Accessories 0732,Electronics,Accessories,PulseTech,61.11,90.59
P000733,ZenByte Accessories 0733,Electronics,Accessories,ZenByte,44.75,57.68
P000734,Homely Storage 0734,Home & Kitchen,Storage,Homely,56.7,96.7
P000735,Nexora Audio 0735,Electronics,Audio,Nexora,167.77,281.07
P000736,ArenaPro Outdoor 0736,Sports,Outdoor,ArenaPro,126.58,280.65
P000737,UrbanThread Women Apparel 0737,Fashion,Women Apparel,UrbanThread,59.72,139.17
P000738,Luma Women Apparel 0738,Fashion,Women Apparel,Luma,75.94,141.01
P000739,CraftHaus Decor 0739,Home & Kitchen,Decor,CraftHaus,73.37,107.03
P000740,Homely Furniture 0740,Home & Kitchen,Furniture,Homely,225.7,464.69
P000741,Nexora Laptops 0741,Electronics,Laptops,Nexora,1006.37,1491.26
P000742,PulseTech Phones 0742,Electronics,Phones,PulseTech,330.14,542.77
P000743,WonderBox Board Games 0743,Toys,Board Games,WonderBox,38.63,65.62
P000744,Nexora Cameras 0744,Electronics,Cameras,Nexora,559.1,943.0
P000745,CraftHaus Furniture 0745,Home & Kitchen,Furniture,CraftHaus,281.64,404.71
P000746,Kiva Cookware 0746,Home & Kitchen,Cookware,Kiva,49.7,117.93
P000747,UrbanThread Women Apparel 0747,Fashion,Women Apparel,UrbanThread,55.32,122.24
P000748,Elm & Co Furniture 0748,Home & Kitchen,Furniture,Elm & Co,417.51,765.7
P000749,Inkline Business 0749,Books,Business,Inkline,31.74,57.8
P000750,Kidora Board Games 0750,Toys,Board Games,Kidora,34.98,71.44
P000751,Luma Women Apparel 0751,Fashion,Women Apparel,Luma,29.75,56.66
P000752,Walkway Men Apparel 0752,Fashion,Men Apparel,Walkway,47.6,98.39
P000753,Walkway Footwear 0753,Fashion,Footwear,Walkway,34.84,85.34
P000754,CraftHaus Decor 0754,Home & Kitchen,Decor,CraftHaus,51.23,94.22
P000755,TrailPeak Fitness 0755,Sports,Fitness,TrailPeak,135.12,257.52
P000756,NorthStitch Men Apparel 0756,Fashion,Men Apparel,NorthStitch,31.53,79.0
P000757,Walkway Men Apparel 0757,Fashion,Men Apparel,Walkway,29.19,82.37
P000758,GreenFarm Organic 0758,Grocery,Organic,GreenFarm,29.58,47.51
P000759,Orbit Phones 0759,Electronics,Phones,Orbit,620.13,957.73
P000760,Kiva Cookware 0760,Home & Kitchen,Cookware,Kiva,57.77,116.74
P000761,TrailPeak Fitness 0761,Sports,Fitness,TrailPeak,48.71,80.56
P000762,ZenByte Laptops 0762,Electronics,Laptops,ZenByte,976.04,1517.35
P000763,Nexora Accessories 0763,Electronics,Accessories,Nexora,55.16,80.02
P000764,Orbit Cameras 0764,Electronics,Cameras,Orbit,799.27,1047.25
P000765,GreenFarm Pantry 0765,Grocery,Pantry,GreenFarm,21.27,38.64
P000766,Aster Accessories 0766,Electronics,Accessories,Aster,26.86,40.81
P000767,Modeva Bags 0767,Fashion,Bags,Modeva,58.78,96.78
P000768,Aster Laptops 0768,Electronics,Laptops,Aster,1404.74,1918.6
P000769,ZenByte Laptops 0769,Electronics,Laptops,ZenByte,908.23,1405.28
P000770,Silka Haircare 0770,Beauty,Haircare,Silka,20.55,34.07
P000771,Modeva Women Apparel 0771,Fashion,Women Apparel,Modeva,42.98,79.3
P000772,Silka Haircare 0772,Beauty,Haircare,Silka,25.56,49.09
P000773,Glowery Skincare 0773,Beauty,Skincare,Glowery,29.12,68.83
P000774,WonderBox Outdoor Toys 0774,Toys,Outdoor Toys,WonderBox,27.77,54.13
P000775,Nexora Accessories 0775,Electronics,Accessories,Nexora,49.5,80.08
P000776,BrightPlay Dolls 0776,Toys,Dolls,BrightPlay,24.78,54.33
P000777,Silka Haircare 0777,Beauty,Haircare,Silka,42.12,90.53
P000778,Luma Women Apparel 0778,Fashion,Women Apparel,Luma,20.54,56.8
P000779,Inkline Business 0779,Books,Business,Inkline,27.93,42.57
P000780,BrightPlay Dolls 0780,Toys,Dolls,BrightPlay,37.39,71.16
P000781,Modeva Men Apparel 0781,Fashion,Men Apparel,Modeva,35.51,57.38
P000782,Freshly Pantry 0782,Grocery,Pantry,Freshly,18.53,30.94
P000783,Kiva Cookware 0783,Home & Kitchen,Cookware,Kiva,86.75,131.36
P000784,Glowery Makeup 0784,Beauty,Makeup,Glowery,4.34,8.49
P000785,HarvestLane Beverages 0785,Grocery,Beverages,HarvestLane,6.9,14.62
P000786,CraftHaus Decor 0786,Home & Kitchen,Decor,CraftHaus,16.74,38.41
P000787,BlueLeaf Children 0787,Books,Children,BlueLeaf,10.14,14.59
P000788,Luma Men Apparel 0788,Fashion,Men Apparel,Luma,29.19,53.75
P000789,Inkline Fiction 0789,Books,Fiction,Inkline,10.93,24.46
P000790,Glowery Skincare 0790,Beauty,Skincare,Glowery,13.94,27.16
P000791,Luma Women Apparel 0791,Fashion,Women Apparel,Luma,68.96,127.26
P000792,Elm & Co Decor 0792,Home & Kitchen,Decor,Elm & Co,44.53,103.25
P000793,Luma Men Apparel 0793,Fashion,Men Apparel,Luma,26.42,75.22
P000794,PulseTech Phones 0794,Electronics,Phones,PulseTech,631.99,1000.83
P000795,PulseTech Accessories 0795,Electronics,Accessories,PulseTech,31.67,53.54
P000796,UrbanThread Accessories 0796,Fashion,Accessories,UrbanThread,32.27,55.33
P000797,Aster Phones 0797,Electronics,Phones,Aster,328.31,530.39
P000798,UrbanThread Bags 0798,Fashion,Bags,UrbanThread,86.71,160.87
P000799,ArenaPro Fitness 0799,Sports,Fitness,ArenaPro,79.79,138.67
P000800,VoltFit Team Sports 0800,Sports,Team Sports,VoltFit,40.42,59.36
